LON,LAT,NUMBER,STREET,UNIT,CITY,DISTRICT,REGION,POSTCODE,ID,HASH
7.206388,51.4422524,1,Isabellastr.,,,,,,,a198ab06e61ea3c5
8.7569041,50.156797,10,Haingasse,,Frankfurt am Main,,,60388,,3fe8642ef4030bbc
13.3662785,52.4261506,17 F,Falkenhausenweg,,Berlin,,,12249,,9cd682814a50d253
9.9445648,53.6435521,50 a,Moorflagen,,Hamburg,,,,,1d43165330489de6
13.1608483,52.5442329,26,Wolfshorst,,Berlin,,,13591,,b5a136a33e735435
12.1208164,50.49293,51,Dittesstraße,,Plauen,,,8523,,
7.1461729,50.6903381,21,Elsässer Str.,,,,,,,cabeb0db3b4172bf
13.0872177,50.9644571,17,Ringstraße,,Hainichen,,,9661,,
7.8551052,51.5483551,14,Singelers Garten,,Werl,,,,,88bc9cac4785ea76
7.6316051,51.6074621,19,Paul-Zech-Straße,,Bergkamen,,,,,f58ab60d91daf4b1
7.0044585,52.0758794,13,Wüllener Straße,,Ahaus,,,,,f8ef07c5b004b709
7.4712542,51.3857389,35,Birkenstraße,,,,,,,808bd938f4a38312
6.8769826,51.464595,8,Rolandsfeld,,,,,,,0169889a4e6359e8
12.0645595,50.4440269,4,Schulstraße,,Weischlitz,,,8538,,
6.0792592,50.97814,8,Bergerfeld,,Geilenkirchen,,,,,a6786b6c2ca970e5
12.0994276,50.8820872,41,Niemöllerstraße,,Gera,,,,,e8d819fee08ca063
6.3966943,50.9895348,23,Kreuzstr.,,Titz,,,,,332152ea32add648
14.8587326,51.2251464,3,An der Gärtnerei,,Kodersdorf,,,2923,,
7.3100944,51.4611121,48,Luchsweg,,,,,,,e0d37941395645b3
6.935861,50.9673845,70,Ravensburger Str.,,,,,,,20eea586d423efcf
7.2335822,52.0766125,3,Heven,,Schöppingen,,,,,258c0e57c15355ef
